Response_ID,Respondent_ID,Consume_frequency,Consume_time,Consume_reason,Heard_before,Brand_perception,General_perception,Tried_before,Taste_experience,Reasons_preventing_trying,Current_brands,Reasons_for_choosing_brands,Improvements_desired,Ingredients_expected,Health_concerns,Interest_in_natural_or_organic,Marketing_channels,Packaging_preference,Limited_edition_packaging,Price_range,Purchase_location,Typical_consumption_situations
103161,120191,Rarely,For mental alertness,Increased energy and focus,Yes,Positive,Not sure,No,3,Unfamiliar with the brand,Blue Bull,Effectiveness,Healthier alternatives,Sugar,Yes,Yes,Other,Collectible packaging,Yes,50-99,Online retailers,Driving/commuting
103162,120192,Once a week,To stay awake during work/study,To enhance sports performance,No,Positive,Effective,No,5,Other,Bepsi,Brand reputation,More natural ingredients,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
103163,120193,2-3 times a month,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Healthy,Yes,4,Not interested in energy drinks,Bepsi,Taste/flavor preference,Other,Sugar,Yes,Not Sure,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Other
103165,120195,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Healthy,Yes,2,Not interested in energy drinks,Bepsi,Taste/flavor preference,Healthier alternatives,Guarana,Yes,No,Online ads,Collectible packaging,Yes,50-99,Supermarkets,Sports/exercise
103166,120196,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,4,Not interested in energy drinks,Blue Bull,Other,Wider range of flavors,Sugar,No,Yes,Online ads,Compact and portable cans,Not Sure,50-99,Supermarkets,Sports/exercise
103167,120197,2-3 times a week,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,No,3,Not interested in energy drinks,Gangster,Effectiveness,Wider range of flavors,Sugar,Yes,Yes,Print media,Collectible packaging,Not Sure,50-99,Online retailers,Social outings/parties
103169,120199,Rarely,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,No,5,Health concerns,Sky 9,Effectiveness,More natural ingredients,Caffeine,No,Not Sure,Online ads,Compact and portable cans,Yes,Above 150,Online retailers,Other
103170,120200,Daily,For mental alertness,To boost performance,Yes,Neutral,Healthy,Yes,2,Not available locally,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Sports/exercise
103171,120201,Once a week,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Health concerns,Sky 9,Availability,Healthier alternatives,Caffeine,No,Yes,Online ads,Innovative bottle design,No,50-99,Local stores,Sports/exercise
103172,120202,2-3 times a week,Before exercise,Increased energy and focus,No,Neutral,Not sure,No,5,Health concerns,Cola-Coka,Availability,Reduced sugar content,Sugar,No,No,Other,Compact and portable cans,Yes,Above 150,Online retailers,Social outings/parties
103173,120203,Rarely,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,3,Not available locally,Bepsi,Availability,More natural ingredients,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,Above 150,Gyms and fitness centers,Studying/working late
103174,120204,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Effective,No,1,Health concerns,Bepsi,Taste/flavor preference,Healthier alternatives,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,No,50-99,Supermarkets,Sports/exercise
103175,120205,Rarely,For mental alertness,Increased energy and focus,Yes,Positive,Healthy,No,5,Not available locally,CodeX,Availability,Reduced sugar content,Caffeine,No,Yes,TV commercials,Compact and portable cans,Yes,50-99,Online retailers,Driving/commuting
103178,120208,2-3 times a month,To stay awake during work/study,To combat fatigue,Yes,Positive,Effective,No,4,Not available locally,Bepsi,Availability,Reduced sugar content,Vitamins,Yes,Yes,Online ads,Compact and portable cans,No,50-99,Online retailers,Studying/working late
103179,120209,2-3 times a week,Before exercise,To enhance sports performance,No,Negative,Not sure,No,3,Unfamiliar with the brand,Gangster,Taste/flavor preference,More natural ingredients,Caffeine,No,No,Online ads,Collectible packaging,Yes,Below 50,Local stores,Studying/working late
103180,120210,Once a week,Before exercise,Other,No,Negative,Not sure,No,2,Not interested in energy drinks,Bepsi,Brand reputation,Reduced sugar content,Caffeine,Yes,No,Other,Innovative bottle design,Yes,50-99,Supermarkets,Studying/working late
103182,120212,2-3 times a week,For mental alertness,Increased energy and focus,Yes,Neutral,Dangerous,No,3,Not available locally,Cola-Coka,Other,Healthier alternatives,Caffeine,Yes,No,TV commercials,Innovative bottle design,Yes,50-99,Online retailers,Sports/exercise
103184,120214,Once a week,Before exercise,Other,Yes,Positive,Dangerous,Yes,4,Not interested in energy drinks,Cola-Coka,Taste/flavor preference,More natural ingredients,Vitamins,No,Yes,Online ads,Eco-friendly design,No,100-150,Supermarkets,Studying/working late
103186,120216,2-3 times a week,To stay awake during work/study,To enhance sports performance,No,Neutral,Dangerous,No,4,Health concerns,Sky 9,Brand reputation,Wider range of flavors,Guarana,Yes,No,Online ads,Compact and portable cans,No,Below 50,Supermarkets,Studying/working late
103187,120217,Daily,To stay awake during work/study,To combat fatigue,No,Positive,Dangerous,No,3,Health concerns,Cola-Coka,Effectiveness,Other,Sugar,No,Yes,TV commercials,Collectible packaging,Yes,Below 50,Online retailers,Social outings/parties
103188,120218,2-3 times a week,Throughout the day,Increased energy and focus,No,Neutral,Effective,No,5,Health concerns,Gangster,Other,Wider range of flavors,Vitamins,Yes,No,Online ads,Innovative bottle design,Yes,Below 50,Supermarkets,Sports/exercise
103189,120219,Rarely,For mental alertness,Increased energy and focus,Yes,Neutral,Effective,Yes,5,Not interested in energy drinks,Bepsi,Taste/flavor preference,Reduced sugar content,Sugar,Yes,No,Online ads,Innovative bottle design,No,Above 150,Local stores,Sports/exercise
103191,120221,Rarely,Throughout the day,Increased energy and focus,No,Neutral,Not sure,No,3,Unfamiliar with the brand,Sky 9,Brand reputation,Healthier alternatives,Sugar,No,Yes,Online ads,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
103193,120223,Once a week,Before exercise,To combat fatigue,No,Neutral,Dangerous,No,5,Not interested in energy drinks,Gangster,Other,Wider range of flavors,Sugar,No,Yes,Other,Collectible packaging,Not Sure,Above 150,Other,Studying/working late
103194,120224,2-3 times a week,For mental alertness,To combat fatigue,No,Neutral,Effective,No,5,Health concerns,CodeX,Taste/flavor preference,Wider range of flavors,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Not Sure,50-99,Supermarkets,Studying/working late
103195,120225,2-3 times a week,To stay awake during work/study,Increased energy and focus,Yes,Neutral,Effective,No,4,Not available locally,Bepsi,Taste/flavor preference,More natural ingredients,Caffeine,Yes,Not Sure,Outdoor billboards,Collectible packaging,Yes,Above 150,Supermarkets,Sports/exercise
103196,120226,Daily,Before exercise,To combat fatigue,Yes,Neutral,Not sure,Yes,2,Not available locally,Blue Bull,Other,Healthier alternatives,Caffeine,Yes,No,Online ads,Compact and portable cans,Yes,100-150,Other,Sports/exercise
103197,120227,2-3 times a month,Throughout the day,Increased energy and focus,Yes,Neutral,Not sure,Yes,1,Health concerns,Gangster,Effectiveness,Healthier alternatives,Guarana,No,No,Print media,Collectible packaging,Yes,50-99,Online retailers,Social outings/parties
103200,120230,2-3 times a week,To stay awake during work/study,To boost performance,Yes,Neutral,Not sure,Yes,3,Health concerns,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Not Sure,Outdoor billboards,Innovative bottle design,No,50-99,Supermarkets,Studying/working late
103201,120231,2-3 times a week,For mental alertness,To combat fatigue,No,Neutral,Effective,No,4,Other,Bepsi,Brand reputation,Other,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,No,Below 50,Supermarkets,Social outings/parties
103202,120232,Rarely,Before exercise,Increased energy and focus,No,Neutral,Healthy,No,5,Not available locally,Blue Bull,Taste/flavor preference,Reduced sugar content,Vitamins,Yes,Not Sure,Online ads,Compact and portable cans,Yes,50-99,Online retailers,Sports/exercise
103203,120233,2-3 times a week,Before exercise,Increased energy and focus,Yes,Neutral,Dangerous,Yes,3,Other,Blue Bull,Taste/flavor preference,Reduced sugar content,Caffeine,No,Yes,TV commercials,Collectible packaging,Not Sure,100-150,Gyms and fitness centers,Social outings/parties
103204,120234,Rarely,To stay awake during work/study,Other,Yes,Neutral,Effective,No,4,Other,Blue Bull,Brand reputation,More natural ingredients,Caffeine,No,Yes,Outdoor billboards,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
103205,120235,Once a week,For mental alertness,Increased energy and focus,Yes,Neutral,Not sure,Yes,3,Other,Bepsi,Brand reputation,Healthier alternatives,Caffeine,Yes,No,Online ads,Other,Yes,100-150,Local stores,Studying/working late
103206,120236,Once a week,For mental alertness,To boost performance,No,Neutral,Dangerous,No,2,Health concerns,Sky 9,Brand reputation,More natural ingredients,Caffeine,No,Yes,Other,Compact and portable cans,No,100-150,Other,Sports/exercise
103207,120237,2-3 times a week,To stay awake during work/study,Increased energy and focus,No,Neutral,Healthy,No,2,Not available locally,Bepsi,Availability,Other,Guarana,No,No,Other,Innovative bottle design,No,100-150,Supermarkets,Sports/exercise
103208,120238,Once a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,No,3,Health concerns,Cola-Coka,Effectiveness,Reduced sugar content,Sugar,No,Yes,Online ads,Innovative bottle design,Not Sure,Above 150,Other,Studying/working late
103209,120239,2-3 times a month,Before exercise,To combat fatigue,No,Positive,Dangerous,No,4,Other,Gangster,Other,Reduced sugar content,Vitamins,Yes,Yes,Other,Innovative bottle design,Yes,Above 150,Supermarkets,Sports/exercise
103210,120240,2-3 times a week,For mental alertness,To combat fatigue,Yes,Negative,Not sure,No,5,Not interested in energy drinks,Bepsi,Other,Healthier alternatives,Sugar,Yes,Yes,Print media,Innovative bottle design,No,50-99,Gyms and fitness centers,Studying/working late
103211,120241,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Healthy,No,2,Unfamiliar with the brand,Bepsi,Brand reputation,Wider range of flavors,Caffeine,No,Not Sure,Outdoor billboards,Eco-friendly design,No,50-99,Supermarkets,Studying/working late
103212,120242,Once a week,To stay awake during work/study,Other,Yes,Neutral,Effective,Yes,3,Not available locally,Sky 9,Brand reputation,More natural ingredients,Guarana,Yes,Yes,Online ads,Compact and portable cans,Yes,Below 50,Other,Other
103213,120243,Rarely,For mental alertness,To boost performance,Yes,Positive,Dangerous,No,4,Unfamiliar with the brand,Gangster,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Innovative bottle design,Yes,100-150,Supermarkets,Social outings/parties
103214,120244,Once a week,To stay awake during work/study,Other,No,Neutral,Not sure,No,4,Not available locally,Sky 9,Availability,More natural ingredients,Sugar,Yes,Not Sure,Online ads,Collectible packaging,No,Above 150,Supermarkets,Studying/working late
103215,120245,2-3 times a month,For mental alertness,To enhance sports performance,Yes,Neutral,Effective,Yes,1,Unfamiliar with the brand,Bepsi,Brand reputation,More natural ingredients,Caffeine,Yes,No,Online ads,Innovative bottle design,Not Sure,100-150,Online retailers,Social outings/parties
103216,120246,2-3 times a month,Before exercise,To enhance sports performance,Yes,Neutral,Effective,Yes,2,Unfamiliar with the brand,Cola-Coka,Availability,More natural ingredients,Vitamins,Yes,No,Online ads,Innovative bottle design,No,50-99,Online retailers,Social outings/parties
103217,120247,2-3 times a month,To stay awake during work/study,To boost performance,Yes,Negative,Not sure,Yes,4,Not interested in energy drinks,Bepsi,Brand reputation,Wider range of flavors,Sugar,Yes,Yes,Online ads,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
103218,120248,Daily,For mental alertness,To combat fatigue,No,Negative,Healthy,No,4,Other,Sky 9,Brand reputation,Other,Vitamins,Yes,Not Sure,Outdoor billboards,Compact and portable cans,Yes,50-99,Supermarkets,Studying/working late
103219,120249,2-3 times a week,To stay awake during work/study,To combat fatigue,Yes,Positive,Effective,Yes,1,Unfamiliar with the brand,Sky 9,Brand reputation,Reduced sugar content,Sugar,Yes,No,TV commercials,Innovative bottle design,Yes,Above 150,Local stores,Sports/exercise
103220,120250,Rarely,To stay awake during work/study,To boost performance,No,Neutral,Not sure,No,2,Unfamiliar with the brand,Blue Bull,Availability,Reduced sugar content,Caffeine,No,Not Sure,Print media,Compact and portable cans,Yes,100-150,Supermarkets,Sports/exercise
103221,120251,2-3 times a week,Throughout the day,To enhance sports performance,No,Neutral,Dangerous,No,4,Not interested in energy drinks,Cola-Coka,Availability,More natural ingredients,Guarana,No,No,TV commercials,Compact and portable cans,Yes,100-150,Online retailers,Sports/exercise
103222,120252,Once a week,Before exercise,Increased energy and focus,Yes,Negative,Effective,No,4,Not available locally,Cola-Coka,Taste/flavor preference,Healthier alternatives,Caffeine,No,Not Sure,TV commercials,Eco-friendly design,No,50-99,Online retailers,Sports/exercise
103223,120253,2-3 times a week,Before exercise,To boost performance,No,Negative,Not sure,No,3,Not available locally,Gangster,Brand reputation,Reduced sugar content,Sugar,No,Yes,Outdoor billboards,Compact and portable cans,Yes,100-150,Gyms and fitness centers,Sports/exercise
103224,120254,2-3 times a month,Throughout the day,To boost performance,Yes,Neutral,Effective,No,2,Health concerns,Blue Bull,Availability,Reduced sugar content,Caffeine,Yes,Not Sure,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Sports/exercise
103225,120255,2-3 times a week,Throughout the day,To boost performance,Yes,Neutral,Healthy,No,1,Not interested in energy drinks,Cola-Coka,Brand reputation,More natural ingredients,Caffeine,No,Not Sure,Print media,Collectible packaging,Yes,50-99,Supermarkets,Sports/exercise
103226,120256,Rarely,To stay awake during work/study,To boost performance,Yes,Positive,Not sure,Yes,4,Unfamiliar with the brand,Cola-Coka,Availability,Reduced sugar content,Caffeine,No,Not Sure,Online ads,Compact and portable cans,No,50-99,Supermarkets,Sports/exercise
103227,120257,Once a week,To stay awake during work/study,Increased energy and focus,Yes,Negative,Not sure,No,2,Not interested in energy drinks,Gangster,Taste/flavor preference,Reduced sugar content,Vitamins,No,Yes,Online ads,Innovative bottle design,Not Sure,100-150,Supermarkets,Social outings/parties
103228,120258,2-3 times a month,For mental alertness,To enhance sports performance,No,Neutral,Healthy,No,3,Other,Bepsi,Brand reputation,Reduced sugar content,Vitamins,Yes,Yes,TV commercials,Compact and portable cans,Yes,50-99,Supermarkets,Sports/exercise
103230,120260,2-3 times a week,Before exercise,To combat fatigue,Yes,Neutral,Dangerous,No,4,Health concerns,CodeX,Availability,More natural ingredients,Vitamins,No,Yes,Online ads,Other,No,Above 150,Supermarkets,Social outings/parties
